Age,Experience,Income,ZIP.Code,Family,CCAvg,Education,Mortgage,Securities.Account,CD.Account,Online,CreditCard
-1.7744168409231944,-1.6660784720530752,-0.5382287760971319,-0.964114080875125,1.3974139799076717,-0.19338543888057091,-1.0490779234571304,-0.5555239265453629,1,0,0,0
-0.029523593742300725,-0.09633021786532192,-0.8641093955099477,-1.4439315802045705,0.5259909442955043,-0.25061056268451454,-1.0490779234571304,-0.5555239265453629,1,0,0,0
-0.5529915678965688,-0.44516316324037825,-1.3637930119429318,0.7388138415976515,-1.2168551269288304,-0.5367361817042324,-1.0490779234571304,-0.5555239265453629,0,0,0,0
-0.9019702173327476,-0.9684125813029627,0.5697653299064418,0.45224307578988837,-1.2168551269288304,0.43609092296280855,0.1417029204215647,-0.5555239265453629,0,0,0,0
-0.9019702173327476,-1.0556208176467268,-0.6251302746072162,-0.8590067111791856,1.3974139799076717,-0.5367361817042324,0.1417029204215647,-0.5555239265453629,0,0,0,1
-0.7274808926146582,-0.6195796359279064,-0.9727362686475529,-0.4861819155312569,1.3974139799076717,-0.8800869245278939,0.1417029204215647,0.96851213465472,0,0,1,0
0.6684337051300567,0.6013356728847907,-0.038545159664147705,-0.6794286490529392,-0.345432091316663,-0.25061056268451454,0.1417029204215647,-0.5555239265453629,0,0,1,0
0.4066997180529227,0.33971096385349847,-1.1248138910402004,0.3725877148992437,-1.2168551269288304,-0.9373120483318376,1.3324837643002598,-0.5555239265453629,0,0,0,1
-0.9019702173327476,-0.8812043449591986,0.15698321198354176,-1.4439315802045705,0.5259909442955043,-0.7656366769200069,0.1417029204215647,0.4670551080663056,0,0,1,0
-0.9892148796917922,-0.9684125813029627,2.307795300108126,-0.06103910178355572,-1.2168551269288304,3.984048598807311,1.3324837643002598,-0.5555239265453629,0,0,0,0
1.715369653438593,1.6478345090099595,0.678392203044047,0.734100506633708,1.3974139799076717,0.2644155515509777,1.3324837643002598,-0.5555239265453629,0,0,0,0
-1.4254381914870158,-1.317245526678019,-0.6251302746072162,-1.3553208828824332,0.5259909442955043,-1.0517622959397246,0.1417029204215647,-0.5555239265453629,0,0,1,0
0.23221039333483334,0.2525027275097344,0.8739205746917365,-0.0219184215828249,-0.345432091316663,1.065567284806188,1.3324837643002598,-0.5555239265453629,1,0,0,0
1.1919016792843249,1.037376854603611,-0.7337571477448214,0.833080540876521,1.3974139799076717,0.3216406753549213,0.1417029204215647,-0.5555239265453629,0,0,1,0
1.8898589781566824,1.8222509816974877,0.8304698254366943,-0.6652886441611089,-1.2168551269288304,0.035515056335203375,-1.0490779234571304,-0.5555239265453629,1,0,0,0
1.2791463416433695,0.8629603819160829,-1.1248138910402004,0.8962392293933634,-1.2168551269288304,-0.25061056268451454,1.3324837643002598,-0.5555239265453629,0,0,1,1
-0.6402362302556135,-0.5323713995841423,1.2215265687320733,0.8755005555520122,1.3974139799076717,1.5805933990416803,1.3324837643002598,0.7620298295889023,0,0,0,0
-0.29125758081943476,-0.183538454209086,0.15698321198354176,0.5432104405939974,1.3974139799076717,0.2644155515509777,-1.0490779234571304,-0.5555239265453629,0,0,0,0
0.05772106861674396,0.07808625482220624,2.5902251702658994,-0.7298613331671344,-0.345432091316663,3.526247608375762,1.3324837643002598,-0.5555239265453629,0,0,0,0
0.8429230298481462,0.6885439092285548,-1.1465392656677214,0.7388138415976515,-1.2168551269288304,-0.8228618007239504,0.1417029204215647,-0.5555239265453629,1,0,0,1
0.9301676922071908,0.950168618259847,-1.0596377671576371,0.4065237266396367,1.3974139799076717,-0.5939613055081759,0.1417029204215647,0.5358825430882449,0,0,1,0
1.0174123545662355,0.6013356728847907,-0.23407353131183717,-1.4411035792262044,0.5259909442955043,0.035515056335203375,1.3324837643002598,-0.5555239265453629,0,0,1,0
-1.4254381914870158,-1.317245526678019,-0.2557989059393582,-1.3553208828824332,-1.2168551269288304,-0.42228593409634535,-1.0490779234571304,2.0009236599838083,0,0,1,0
-0.1167682561013454,-0.183538454209086,-0.6685810238622583,-0.863720046143129,-0.345432091316663,-0.7084115531160633,-1.0490779234571304,1.047172060394079,1,0,0,0
-0.8147255549737029,-0.7939961086154346,1.6994848105375364,1.1163519722095236,-0.345432091316663,1.1227924086101315,-1.0490779234571304,1.0078420975243996,0,0,0,1
-0.2040129184603901,-0.09633021786532192,-0.9727362686475529,0.5432104405939974,0.5259909442955043,-0.8228618007239504,-1.0490779234571304,0.3982276730443664,0,0,1,0
