X0,X1,X2,X3,X4,X5,X6,X7,X8,X9
0.777992101788455,0.410429712554293,0.1630714687975959,0.9368494520209292,0.8981999173152146,0.2512879901853992,0.7631620186834671,0.749167962897851,0.3235033023168692,0.9175161383746698
0.5082212354992441,0.5922601492005145,0.2425996388968992,0.3656716951084453,0.5604017524777029,0.1384876940179938,0.934264765143864,0.2955472274051903,0.2673255088842089,0.6663685207515433
0.5449029295200382,0.5530672857152289,0.2863695328103146,0.8846525544872856,0.8679162694939209,0.6750854684764348,0.8453454710506598,0.8421679018594666,0.0436498019729354,0.474895540927903
0.7670565175311723,0.7643166899514776,0.807254917489766,0.6236999477303331,0.8875806968840501,0.0119258486932557,0.1808209886530088,0.7008860353952764,0.8924567956817356,0.7202142339687125
0.8134982445176028,0.2964265717005342,0.0955241628619917,0.104857710578005,0.3342439031374381,0.9715366635358722,0.6400062229843311,0.345824142398044,0.0500292648048111,0.106425245379128
0.6674678299698245,0.0585936758613043,0.2111545771745641,0.7709512922784126,0.3351328071098908,0.1459295004139527,0.8887179969154866,0.7732456824024238,0.797434959125439,0.1423741600587341
0.1953296539273125,0.5233014685323809,0.6463520181859289,0.1698697048700993,0.7565087850092894,0.2359027623971867,0.0138903027084946,0.5002657889561343,0.7305240111212707,0.7374226091704934
0.4117742691067556,0.3815383401307286,0.6106556581677788,0.2528217547438358,0.3966272957138642,0.2583440996133234,0.0673725269355516,0.0880943562835995,0.9765190793937376,0.1792506642061977
0.2645522672612411,0.4891622800619818,0.4494770470426881,0.2121707275293669,0.067492217143755,0.830490306992914,0.9367875908810894,0.5822413582748523,0.9758647116261888,0.3858310050955088
0.4779329881861485,0.3211824478162354,0.8215213701676564,0.6705234234098907,0.1995065884285195,0.4724644845770999,0.9064043959133572,0.1092289582168135,0.6134149692710656,0.483021657977744
0.0433001564396096,0.4882248179445029,0.1347040875560586,0.2219729129840237,0.7583088610098138,0.97909804936629,0.9320609582843647,0.2103296549958199,0.8515367443621765,0.0997866115820933
0.1630429778067333,0.1158195015565686,0.5185775004762201,0.7835566249662488,0.5516722187023089,0.3863710561687941,0.1443432046670789,0.7333974548419855,0.4017757639903871,0.966226481466611
0.406874172281253,0.0260127340890274,0.1082048967929776,0.6023111194911506,0.5203767223581506,0.2440489587303228,0.4999100049906692,0.846097630705208,0.8034501299822664,0.2297248300056118
0.1378833079983126,0.867494098689607,0.371625479849021,0.8486699106522926,0.2537605570792995,0.6266432933195535,0.8731708297013318,0.5568766523524858,0.9594230490512176,0.0397860597542203
0.6759177594895185,0.1773966013548066,0.2245443781807294,0.1756939111374845,0.735202737382918,0.7848598969291535,0.4250321006041468,0.6183822277301766,0.0915728194890389,0.2747460253495639
0.3442884591680426,0.9906949408291128,0.7353038792145087,0.1466208224052307,0.3136117516866152,0.2637367178794307,0.1451277073470437,0.8302027532533159,0.5711364740931515,0.6649611180135195
0.6926667306533765,0.0233084043638129,0.450193865242303,0.117165737576838,0.9710154778325676,0.1190204640368004,0.6015793005852442,0.1400054759524849,0.7431442244973978,0.1783334407943718
0.408823416064219,0.0454277507308996,0.2533161536823782,0.122159066381662,0.5881041325694328,0.7446044137631858,0.1241069713395092,0.0124119578459893,0.6736690865127506,0.4301574903138786
0.2000712015588408,0.5264675483559679,0.865800584915168,0.7223765697061435,0.0895089459474147,0.5485053052802714,0.3416213619524277,0.8327153602584082,0.354943755767516,0.3731987991236397
0.7512423969281891,0.1318723229285078,0.5429748219677072,0.2700901038895169,0.937968353281997,0.4998445186777647,0.3599023147180228,0.6511990694588309,0.1459819024808563,0.1313591840936947
0.8626123587830903,0.2733599461075329,0.6663563103060786,0.1503947542786047,0.949897614050358,0.2467876752094665,0.2481162046486968,0.4450460897998317,0.3862613085472182,0.2890764899526744
0.3509984468729124,0.4792944381751355,0.1961168860226788,0.4373595579655286,0.1902227759220054,0.7804435028846989,0.4505585954673019,0.254507275583023,0.7323521839143433,0.61978371867416
0.1142601567930589,0.8065256000666136,0.8684326297672315,0.8063583693920894,0.2102715157925032,0.0961860916399671,0.2080499593527016,0.7106080099435717,0.5890474539771993,0.3558121819926572
0.6694715967063375,0.6089787829598022,0.998278661052346,0.625629635796004,0.2513333024084934,0.5645859490757696,0.8391431419391218,0.410095389404623,0.6038059857931976,0.6908538277436092
