Culture,Criticality,Criticality Modifier,Initial Known,Inter-Dependency,Dynamism,Size,Plan,Team Size
0.1029111660847652,0.4164071580661799,0.4839200237688525,0.8902676581862394,0.3313094908025092,0.3871064911971908,0.1767262812695728,0.3727604997036672,0.7007611714797328
0.7374349462910421,0.4309093117768326,0.1349599972431518,0.0649257056289526,0.3319621936498912,0.6654714229800182,0.4847960669801161,0.8866506819648516,0.7873725472878693
0.0108535786295209,0.504363896423746,0.2276806820885463,0.8666516889576193,0.2291876149435512,0.372073653249269,0.2528260165884809,0.5276129591807908,0.2973816333332464
0.9745711748516356,0.6877394704422294,0.8924373878970085,0.1851390326411953,0.7085938248112078,0.782472065642778,0.9325747463057916,0.3900765759504451,0.5925424981099984
0.910223181680776,0.0330464668560664,0.1896421670055089,0.4604179310363926,0.5708026019180391,0.4081619370284748,0.124078469578917,0.0819568035160103,0.7272460427067091
0.3420046398179611,0.5863814075335649,0.2619877610904761,0.6603387862656467,0.3840464985257538,0.1482248154644364,0.65545423218905,0.6215043974518134,0.0375702047444735
0.8383308505421629,0.3476483401526988,0.1318304430532965,0.3279962288930562,0.6349679819343015,0.2383648481844588,0.4676132065431567,0.5459103510117095,0.4556203842998597
0.5628608322711502,0.8262082985012844,0.7921448880763798,0.1188380069475049,0.7212508381654893,0.4442141082642259,0.6581947810016461,0.751242457940795,0.3727036878513211
0.6527312443733371,0.6382654763147185,0.3593060209403966,0.4707854133478364,0.9528938226729532,0.914841065104536,0.288608257668282,0.1121209530986881,0.5819838861416043
0.6277556930196564,0.1400725445048655,0.7379013461905886,0.4603334677513231,0.9289532886089076,0.1976450688169367,0.8781881441284459,0.5295622715214161,0.2823934402513337
0.6485114684238384,0.2142958022690961,0.5943917571613216,0.6104620977952824,0.4634435607144164,0.7475834774510285,0.8329922087142405,0.2488301969064021,0.8915374322596572
0.0187059823919049,0.6888985769701199,0.7151696459333509,0.8724471649922259,0.3331868302720097,0.989191504050129,0.9673134421446176,0.6397508250791677,0.4684179891039272
0.7722363201767857,0.8312549525039676,0.6291547308438833,0.9024880558287944,0.3235012052504717,0.6396383843492066,0.0908618076841119,0.6744005028567388,0.8652232583292438
0.9580717586851774,0.1777049984267873,0.5046878549538757,0.6179517388205185,0.3155767944536456,0.6981605696018441,0.8360935736787892,0.8204700962283893,0.297423407658808
